背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,team,year
31,小谷野　栄一,.249,50,189,177,44,4,13,1,3,1,30,8,3,.265,.350,.615,2.95,2.93,オリックス,2016
10,大城　滉二,.224,64,177,161,36,0,7,1,5,0,38,10,4,.246,.261,.506,1.36,1.46,オリックス,2016
42,ブランコ,.218,27,94,78,17,3,13,0,14,1,26,0,2,.340,.359,.699,4.29,4.55,オリックス,2016
62,山崎　勝己,.152,43,80,66,10,0,0,0,3,0,16,11,0,.188,.167,.355,0.49,0.61,オリックス,2016
46,川端　崇義,.194,28,71,62,12,0,5,1,0,1,11,7,1,.203,.226,.429,1.04,1.21,オリックス,2016
50,小田　裕也,.137,78,58,51,7,0,3,4,5,0,19,1,0,.211,.137,.348,0.65,1.09,オリックス,2016
00,園部　聡,.204,16,57,54,11,1,6,0,2,1,24,0,0,.246,.315,.560,2.50,2.55,オリックス,2016
24,宮﨑　祐樹,.238,23,49,42,10,0,0,0,3,1,8,3,0,.304,.262,.566,2.55,2.58,オリックス,2016
33,縞田　拓弥,.167,31,46,42,7,1,3,0,2,0,8,2,1,.205,.262,.466,1.13,1.31,オリックス,2016
40,鈴木　昂平,.184,45,43,38,7,0,4,0,1,0,8,4,1,.205,.184,.389,0.48,0.59,オリックス,2016
2,原　拓也,.189,36,43,37,7,0,4,0,5,0,7,1,2,.286,.216,.502,1.51,1.60,オリックス,2016
61,奥浪　鏡,.265,15,42,34,9,0,1,1,7,1,11,0,0,.405,.324,.728,6.09,5.94,オリックス,2016
23,伏見　寅威,.242,17,35,33,8,0,1,0,0,2,6,0,1,.286,.242,.528,2.04,2.09,オリックス,2016
44,クラーク,.172,11,34,29,5,2,4,0,5,0,11,0,0,.294,.414,.708,4.29,4.56,オリックス,2016
56,武田　健吾,.100,10,20,20,2,0,1,0,0,0,3,0,0,.100,.200,.300,-0.37,-0.30,オリックス,2016
30,岩﨑　恭平,.214,9,15,14,3,0,0,0,1,0,5,0,0,.267,.214,.481,0.90,1.10,オリックス,2016
63,中村　一生,.200,7,5,5,1,0,1,0,0,0,1,0,0,.200,.400,.600,2.72,2.36,オリックス,2016
6,宗　佑磨,.000,3,4,4,0,0,0,0,0,0,3,0,0,.000,.000,.000,-2.86,-2.57,オリックス,2016
99,杉本　裕太郎,.000,1,3,3,0,0,0,0,0,0,2,0,0,.000,.000,.000,-2.84,-2.61,オリックス,2016
54,堤　裕貴,.000,1,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,1.12,1.08,オリックス,2016
45,齋藤　俊雄,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,オリックス,2016
97,田中　大輔,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,オリックス,2016
53,吉田　雄人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2016
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,オリックス,2016
3,田中　賢介,.272,143,626,541,147,2,53,22,69,9,56,3,4,.361,.312,.674,4.64,4.63,日ハム,2016
6,中田　翔,.250,141,624,569,142,25,110,2,47,3,126,0,14,.308,.431,.738,4.44,4.53,日ハム,2016
9,中島　卓也,.243,143,600,473,115,0,28,23,63,1,117,62,5,.333,.268,.601,3.16,3.17,日ハム,2016
5,レアード,.263,143,598,547,144,39,97,0,44,3,138,0,16,.319,.516,.835,5.49,5.58,日ハム,2016
7,西川　遥輝,.314,138,593,493,155,5,43,41,73,3,113,22,0,.405,.398,.802,6.89,6.64,日ハム,2016
1,陽　岱鋼,.293,130,555,495,145,14,61,5,42,10,121,7,10,.359,.430,.790,5.39,5.24,日ハム,2016
11,大谷　翔平,.322,104,382,323,104,22,67,7,54,1,98,0,7,.416,.588,1.004,8.88,8.70,日ハム,2016
27,大野　奨太,.245,109,351,282,69,5,35,1,25,13,63,31,6,.334,.344,.678,3.78,3.73,日ハム,2016
8,近藤　健介,.265,80,291,257,68,2,27,5,29,0,45,3,7,.337,.323,.660,3.83,3.84,日ハム,2016
64,谷口　雄也,.254,83,211,193,49,1,9,7,8,1,48,9,2,.287,.306,.593,3.14,3.10,日ハム,2016
56,市川　友也,.165,71,156,133,22,1,12,1,8,3,28,10,2,.226,.203,.429,1.11,1.38,日ハム,2016
31,岡　大海,.374,41,154,131,49,2,12,9,15,4,27,3,4,.450,.473,.924,8.52,8.04,日ハム,2016
2,杉谷　拳士,.240,62,138,104,25,0,9,4,11,0,23,23,1,.313,.308,.621,2.97,2.86,日ハム,2016
26,淺間　大基,.191,52,115,110,21,1,9,2,4,0,36,1,0,.219,.273,.492,1.69,1.78,日ハム,2016
37,矢野　謙次,.207,34,35,29,6,1,8,0,4,1,5,0,0,.314,.379,.694,4.49,4.88,日ハム,2016
49,石川　慎吾,.074,12,28,27,2,0,1,0,0,0,5,1,1,.074,.074,.148,-1.82,-1.62,日ハム,2016
12,松本　剛,.238,12,22,21,5,0,2,1,0,0,5,1,0,.238,.286,.524,2.41,2.32,日ハム,2016
66,大嶋　匠,.200,12,17,15,3,0,1,0,0,1,2,0,0,.235,.267,.502,2.11,2.76,日ハム,2016
58,横尾　俊建,.118,10,17,17,2,0,0,0,0,0,3,0,0,.118,.118,.235,-0.90,-0.67,日ハム,2016
10,清水　優心,.250,5,8,8,2,0,0,0,0,0,2,0,0,.250,.250,.500,1.97,1.98,日ハム,2016
32,大累　進,.000,14,6,6,0,0,0,2,0,0,1,0,0,.000,.000,.000,-3.31,-2.80,日ハム,2016
4,飯山　裕志,.333,36,3,3,1,0,0,0,0,0,2,0,0,.333,.667,1.000,8.40,7.02,日ハム,2016
23,渡邉　諒,.333,1,3,3,1,1,1,0,0,0,0,0,0,.333,1.333,1.667,16.85,17.01,日ハム,2016
67,岸里　亮佑,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,日ハム,2016
68,石川　亮,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,日ハム,2016
70,米野　智人,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,日ハム,2016
24,森本　龍弥,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
45,平沼　翔太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
50,宇佐美　塁大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
60,荒張　裕司,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
61,姫野　優也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
62,髙濱　祐仁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
65,太田　賢吾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,日ハム,2016
61,角中　勝也,.339,143,607,525,178,8,69,12,68,6,64,2,8,.417,.461,.877,7.62,7.28,ロッテ,2016
7,鈴木　大地,.285,143,583,501,143,6,61,3,50,9,56,16,9,.356,.389,.745,5.06,4.98,ロッテ,2016
54,デスパイネ,.280,134,570,496,139,24,92,0,64,3,89,0,25,.361,.480,.841,5.48,5.51,ロッテ,2016
45,田村　龍弘,.256,130,430,371,95,2,38,6,38,1,91,17,12,.324,.332,.656,3.58,3.56,ロッテ,2016
1,清田　育宏,.225,106,417,365,82,6,38,5,40,9,76,3,12,.316,.326,.642,3.45,3.43,ロッテ,2016
59,細谷　圭,.275,116,404,371,102,3,40,9,18,3,93,11,6,.313,.383,.696,4.08,3.91,ロッテ,2016
66,岡田　幸文,.275,121,356,327,90,0,18,14,20,3,42,6,2,.323,.315,.638,3.74,3.65,ロッテ,2016
17,ナバーロ,.217,82,340,286,62,10,44,0,49,1,64,0,5,.329,.350,.679,3.97,4.26,ロッテ,2016
23,中村　奨吾,.201,108,325,278,56,6,25,4,26,6,70,14,0,.283,.309,.592,2.90,3.03,ロッテ,2016
65,加藤　翔平,.245,80,246,216,53,0,12,6,13,1,46,16,1,.291,.310,.601,3.16,3.08,ロッテ,2016
4,荻野　貴司,.250,71,219,192,48,3,21,16,14,4,25,9,3,.314,.365,.679,4.26,4.14,ロッテ,2016
6,井口　資仁,.257,79,176,152,39,5,34,1,19,2,50,0,1,.341,.408,.749,5.26,5.41,ロッテ,2016
00,髙濱　卓也,.215,53,158,144,31,3,13,0,8,0,30,6,2,.257,.319,.576,2.52,2.55,ロッテ,2016
2,根元　俊一,.215,48,121,107,23,2,12,1,10,1,30,2,2,.286,.327,.613,3.08,3.26,ロッテ,2016
44,井上　晴哉,.232,35,107,99,23,2,16,0,5,3,19,0,6,.290,.343,.633,2.64,2.63,ロッテ,2016
9,福浦　和也,.244,36,90,82,20,0,7,0,5,3,12,0,2,.311,.268,.579,2.85,2.84,ロッテ,2016
50,大嶺　翔太,.236,38,80,72,17,0,7,0,2,0,20,6,2,.257,.319,.576,2.25,2.14,ロッテ,2016
37,三木　亮,.185,75,58,54,10,0,2,0,1,0,17,3,1,.200,.241,.441,0.92,0.98,ロッテ,2016
13,平沢　大河,.149,23,53,47,7,0,3,0,4,0,18,2,1,.216,.234,.450,1.03,1.14,ロッテ,2016
25,金澤　岳,.188,17,41,32,6,0,2,0,4,2,13,2,0,.308,.219,.526,2.63,3.04,ロッテ,2016
24,吉田　裕太,.000,24,35,30,0,0,0,0,1,0,12,4,1,.032,.000,.032,-2.28,-2.06,ロッテ,2016
53,江村　直也,.130,22,24,23,3,0,4,0,1,0,10,0,1,.167,.174,.341,-0.37,-0.24,ロッテ,2016
69,肘井　竜蔵,.000,8,10,9,0,0,0,0,0,1,2,0,0,.100,.000,.100,-1.83,-1.47,ロッテ,2016
57,香月　一也,.167,2,6,6,1,0,0,0,0,0,3,0,0,.167,.167,.333,-0.04,0.16,ロッテ,2016
3,サブロー,.250,1,4,4,1,0,0,0,0,0,3,0,0,.250,.500,.750,4.46,3.87,ロッテ,2016
5,伊志嶺　翔大,.000,3,2,2,0,0,0,0,0,0,0,0,0,.000,.000,.000,-2.70,-2.43,ロッテ,2016
10,大松　尚逸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
35,寺嶋　寛大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
62,脇本　直人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
63,青松　慶侑,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
68,大木　貴将,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
99,柿沼　友哉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,ロッテ,2016
33,菊池　涼介,.254,143,644,562,143,8,32,19,29,2,92,49,7,.292,.343,.636,3.23,3.20,広島,2015
9,丸　佳浩,.249,143,633,530,132,19,63,15,94,1,143,4,4,.361,.413,.774,5.56,5.59,広島,2015
63,田中　広輔,.274,141,590,543,149,8,45,6,34,7,105,5,8,.325,.413,.737,4.61,4.43,広島,2015
28,新井　貴浩,.275,125,480,426,117,7,57,3,48,2,73,0,15,.348,.385,.733,4.66,4.61,広島,2015
6,梵　英心,.237,96,332,283,67,6,27,2,36,1,49,10,6,.323,.360,.683,3.89,3.93,広島,2015
55,エルドレッド,.227,79,300,264,60,19,54,1,31,1,91,0,3,.307,.466,.773,4.85,5.18,広島,2015
27,會澤　翼,.246,93,290,252,62,6,30,0,26,7,49,2,9,.330,.369,.699,3.96,4.06,広島,2015
57,シアーホルツ,.250,65,248,232,58,10,30,3,14,2,67,0,0,.298,.435,.734,4.70,4.68,広島,2015
51,鈴木　誠也,.275,97,238,211,58,5,25,6,16,2,38,7,3,.329,.403,.732,4.25,4.31,広島,2015
31,石原　慶幸,.241,83,238,216,52,2,12,1,14,0,42,8,10,.287,.296,.583,2.33,2.30,広島,2015
44,松山　竜平,.277,100,229,202,56,7,26,1,23,1,30,0,8,.349,.446,.795,5.15,5.17,広島,2015
37,野間　峻祥,.241,127,188,170,41,1,10,8,10,1,37,6,2,.286,.371,.656,3.65,3.61,広島,2015
69,ロサリオ,.258,42,136,124,32,2,12,1,11,1,23,0,1,.324,.347,.670,4.10,4.05,広島,2015
13,グスマン,.230,34,116,100,23,3,12,0,15,1,25,0,2,.336,.420,.756,4.94,4.85,広島,2015
66,木村　昇吾,.269,72,109,93,25,0,8,2,5,0,22,8,1,.297,.355,.652,3.66,3.81,広島,2015
4,小窪　哲也,.296,69,88,71,21,1,15,1,15,0,18,2,2,.419,.366,.785,6.07,5.93,広島,2015
60,安部　友裕,.243,26,74,70,17,0,2,1,1,0,6,3,1,.254,.243,.496,1.46,1.51,広島,2015
7,堂林　翔太,.261,33,73,69,18,0,3,1,3,0,16,1,1,.292,.290,.582,2.93,2.85,広島,2015
49,天谷　宗一郎,.214,30,34,28,6,0,2,3,6,0,7,0,1,.353,.214,.567,1.62,1.89,広島,2015
10,岩本　貴裕,.300,7,10,10,3,0,0,0,0,0,1,0,0,.300,.400,.700,4.59,4.17,広島,2015
35,下水流　昂,.200,5,10,10,2,0,0,0,0,0,3,0,0,.200,.200,.400,0.74,0.88,広島,2015
38,赤松　真人,.222,52,9,9,2,0,0,6,0,0,2,0,0,.222,.333,.556,1.33,1.86,広島,2015
00,中東　直己,.000,9,4,3,0,0,0,0,0,0,1,1,0,.000,.000,.000,-1.80,-1.62,広島,2015
59,美間　優槻,.000,1,3,3,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.77,-2.52,広島,2015
32,白濱　裕太,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,広島,2015
40,倉　義和,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,広島,2015
61,磯村　嘉孝,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,広島,2015
0,上本　崇司,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
2,東出　輝裕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
5,栗原　健太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
25,高橋　大樹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
26,廣瀬　純,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
43,土生　翔平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
45,桑原　樹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
50,鈴木　将光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
52,庄司　隼人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
64,多田　大輔,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
99,中村　憲,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,広島,2015
1,鳥谷　敬,.281,143,646,551,155,6,42,9,89,1,77,2,8,.380,.367,.747,5.42,5.34,阪神,2015
5,ゴメス,.271,143,601,520,141,17,72,0,72,6,134,0,15,.364,.423,.787,5.42,5.37,阪神,2015
9,マートン,.276,140,583,544,150,9,59,0,31,3,77,0,21,.316,.375,.691,3.79,3.76,阪神,2015
8,福留　孝介,.281,140,569,495,139,20,76,1,65,1,75,1,15,.361,.463,.824,5.76,5.78,阪神,2015
4,上本　博紀,.253,108,452,375,95,4,31,19,44,4,69,29,1,.338,.339,.677,4.02,3.95,阪神,2015
49,今成　亮太,.283,93,304,269,76,1,16,1,24,2,78,8,1,.345,.320,.664,4.23,4.17,阪神,2015
0,大和,.225,123,293,249,56,0,12,5,12,4,35,28,2,.272,.245,.517,1.83,1.85,阪神,2015
7,西岡　剛,.262,50,196,172,45,2,14,1,22,1,21,0,5,.347,.343,.690,3.99,3.99,阪神,2015
40,鶴岡　一成,.229,70,179,153,35,1,15,0,15,0,43,10,2,.296,.301,.597,2.93,2.94,阪神,2015
25,江越　大賀,.214,56,176,168,36,5,16,2,6,2,64,0,0,.250,.387,.637,3.40,3.43,阪神,2015
32,新井　良太,.193,93,162,150,29,4,19,0,10,1,41,0,3,.247,.327,.574,2.39,2.55,阪神,2015
50,藤井　彰人,.172,71,159,134,23,0,3,0,21,0,20,4,4,.284,.194,.478,1.62,1.78,阪神,2015
51,伊藤　隼太,.252,63,150,135,34,2,12,0,11,0,31,1,0,.302,.348,.650,3.81,3.99,阪神,2015
44,梅野　隆太郎,.239,56,149,138,33,4,18,0,6,1,33,4,2,.276,.406,.682,3.44,3.40,阪神,2015
68,俊介,.245,112,126,102,25,0,2,3,9,2,20,13,2,.319,.294,.613,2.79,2.73,阪神,2015
99,狩野　恵輔,.274,66,93,84,23,3,13,1,4,4,12,0,3,.333,.429,.762,4.86,4.89,阪神,2015
3,関本　賢太郎,.262,55,54,42,11,0,10,1,8,3,10,0,1,.407,.262,.669,5.04,5.36,阪神,2015
00,柴田　講平,.190,20,49,42,8,0,2,0,3,1,15,3,0,.261,.214,.475,1.74,1.84,阪神,2015
35,坂　克彦,.175,87,46,40,7,0,2,1,3,1,13,2,0,.250,.225,.475,1.85,2.00,阪神,2015
58,荒木　郁也,.200,29,41,35,7,0,0,4,3,1,7,2,1,.282,.200,.482,2.26,2.36,阪神,2015
60,中谷　将大,.182,11,11,11,2,0,0,0,0,0,3,0,0,.182,.182,.364,0.34,0.51,阪神,2015
95,ペレス,.000,3,10,9,0,0,0,0,1,0,3,0,0,.100,.000,.100,-1.86,-1.47,阪神,2015
37,森越　祐人,.000,7,8,7,0,0,0,0,1,0,3,0,0,.125,.000,.125,-1.62,-1.20,阪神,2015
39,小宮山　慎二,.000,10,6,6,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.74,-2.48,阪神,2015
61,田上　健一,.000,9,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,-2.70,-2.43,阪神,2015
2,北條　史也,.000,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,-2.70,-2.43,阪神,2015
57,岡崎　太一,.000,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,-2.70,-2.43,阪神,2015
24,横田　慎太郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2015
33,西田　直斗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2015
36,一二三　慎太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2015
38,黒瀬　春樹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2015
45,清水　誉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2015
52,小豆畑　眞也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2015
55,陽川　尚将,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2015
62,植田　海,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2015
65,緒方　凌介,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2015
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,阪神,2015
3,梶谷　隆幸,.275,134,578,520,143,13,66,28,54,0,132,2,4,.342,.425,.767,5.28,5.16,横浜,2015
25,筒香　嘉智,.317,138,568,496,157,24,93,0,68,2,98,0,5,.400,.522,.922,8.00,7.74,横浜,2015
2,ロペス,.291,140,565,516,150,25,73,1,44,2,82,0,14,.347,.496,.843,5.96,5.83,横浜,2015
52,バルディリス,.258,139,525,465,120,13,56,0,43,12,62,0,12,.333,.391,.725,4.56,4.60,横浜,2015
7,石川　雄洋,.259,89,375,343,89,1,18,6,16,7,82,9,2,.306,.297,.603,3.25,3.19,横浜,2015
5,倉本　寿彦,.208,102,265,245,51,2,20,0,10,2,60,7,8,.244,.249,.493,1.43,1.55,横浜,2015
29,白崎　浩之,.225,81,238,204,46,6,9,2,11,1,45,22,1,.269,.368,.636,2.92,2.96,横浜,2015
39,嶺井　博希,.237,74,208,186,44,5,26,0,12,5,46,3,2,.298,.371,.669,3.83,3.94,横浜,2015
4,荒波　翔,.298,70,207,188,56,4,14,4,16,1,26,1,2,.354,.463,.817,5.93,5.68,横浜,2015
51,宮崎　敏郎,.289,58,163,152,44,1,10,0,6,4,21,0,5,.331,.362,.693,4.09,3.96,横浜,2015
63,関根　大気,.222,55,159,144,32,1,10,8,8,0,22,6,1,.261,.326,.588,2.81,2.91,横浜,2015
9,黒羽根　利規,.178,63,149,129,23,1,7,0,11,0,32,7,2,.239,.225,.464,1.32,1.60,横浜,2015
32,高城　俊人,.202,64,148,129,26,1,9,0,8,4,32,7,6,.270,.279,.549,1.87,1.88,横浜,2015
33,乙坂　智,.226,52,138,124,28,3,10,2,9,0,25,4,0,.276,.339,.615,2.99,3.19,横浜,2015
40,飛雄馬,.224,59,135,116,26,1,9,1,3,1,23,15,2,.250,.345,.595,2.53,2.42,横浜,2015
37,桑原　将志,.184,60,116,103,19,1,5,1,5,0,26,8,1,.222,.272,.494,1.53,1.61,横浜,2015
26,井手　正太郎,.255,40,102,98,25,4,13,0,3,0,28,0,0,.275,.449,.723,4.51,4.52,横浜,2015
61,松本　啓二朗,.274,51,85,73,20,1,7,0,7,0,19,3,2,.329,.384,.713,3.99,4.12,横浜,2015
50,下園　辰哉,.284,53,84,74,21,1,8,0,8,0,14,2,2,.354,.378,.732,4.68,4.50,横浜,2015
55,後藤　武敏　Ｇ．,.206,70,76,68,14,4,11,0,8,0,17,0,2,.289,.441,.731,4.05,4.11,横浜,2015
36,柳田　殖生,.209,24,49,43,9,0,5,0,1,2,11,3,2,.261,.256,.517,1.53,1.52,横浜,2015
23,内村　賢介,.179,28,46,39,7,0,1,2,2,0,9,5,0,.220,.179,.399,0.90,1.04,横浜,2015
38,山下　幸輝,.238,23,43,42,10,0,2,0,0,0,12,1,0,.238,.286,.524,1.77,1.73,横浜,2015
0,山崎　憲晴,.103,25,34,29,3,0,2,2,3,0,12,2,0,.188,.138,.325,0.52,0.71,横浜,2015
8,多村　仁志,.143,4,8,7,1,0,0,0,1,0,1,0,0,.250,.143,.393,1.03,1.31,横浜,2015
31,赤堀　大智,.000,1,1,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.92,-2.70,横浜,2015
66,西森　将司,.000,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,-8.64,横浜,2015
10,Ｙ．グリエル,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2015
44,渡邊　雄貴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2015
57,鶴岡　賢二郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2015
60,加藤　政義,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2015
64,百瀬　大騎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2015
91,Ｌ．グリエルJr.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2015
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,横浜,2015
6,坂本　勇人,.269,130,558,479,129,12,68,10,65,0,79,9,5,.353,.401,.754,5.27,5.27,巨人,2015
7,長野　久義,.251,130,479,434,109,15,52,3,34,4,81,5,12,.310,.415,.725,4.20,4.22,巨人,2015
9,亀井　善行,.272,109,432,382,104,6,35,8,40,1,59,3,6,.338,.374,.712,4.75,4.77,巨人,2015
10,阿部　慎之助,.242,111,419,343,83,15,47,0,64,8,84,0,9,.370,.414,.784,5.51,5.65,巨人,2015
8,片岡　治大,.244,113,411,348,85,10,36,21,25,2,36,36,7,.299,.374,.672,3.45,3.45,巨人,2015
25,村田　修一,.236,103,370,330,78,12,39,1,28,8,65,2,12,.310,.373,.683,3.64,3.75,巨人,2015
58,立岡　宗一郎,.304,91,367,339,103,0,14,16,18,4,61,3,2,.343,.348,.691,4.66,4.57,巨人,2015
2,井端　弘和,.234,98,321,269,63,1,19,3,37,3,36,10,4,.331,.279,.610,3.32,3.41,巨人,2015
42,アンダーソン,.252,83,260,234,59,7,31,1,21,5,37,0,5,.327,.402,.729,4.54,4.46,巨人,2015
22,小林　誠司,.226,70,204,177,40,2,13,2,19,3,39,5,6,.312,.294,.605,2.96,2.97,巨人,2015
24,高橋　由伸,.278,77,158,133,37,5,21,2,20,4,39,0,3,.386,.429,.815,6.26,6.25,巨人,2015
32,橋本　到,.219,68,151,137,30,1,10,4,9,1,35,3,1,.270,.336,.606,3.10,3.08,巨人,2015
44,大田　泰示,.277,60,138,130,36,1,3,3,7,1,39,0,0,.319,.354,.673,4.18,4.03,巨人,2015
23,相川　亮二,.313,40,114,99,31,4,17,1,12,0,16,2,1,.384,.505,.889,7.30,7.16,巨人,2015
91,堂上　剛裕,.276,59,104,98,27,3,13,0,4,0,20,1,6,.301,.480,.781,4.16,4.05,巨人,2015
33,金城　龍彦,.233,36,95,90,21,1,10,1,3,1,11,1,0,.266,.300,.566,2.85,2.85,巨人,2015
40,加藤　健,.240,35,83,75,18,0,3,0,4,0,24,2,2,.272,.280,.552,2.25,2.48,巨人,2015
68,吉川　大幾,.250,47,60,56,14,0,4,3,2,0,15,2,1,.276,.375,.651,3.65,3.40,巨人,2015
36,中井　大介,.209,29,47,43,9,0,2,0,2,1,9,1,0,.261,.233,.493,1.97,2.04,巨人,2015
27,實松　一成,.182,22,39,33,6,1,3,1,2,2,9,2,0,.270,.273,.543,2.62,2.85,巨人,2015
31,松本　哲也,.147,44,37,34,5,0,0,3,2,0,10,1,0,.194,.176,.371,1.01,1.16,巨人,2015
38,岡本　和真,.214,17,31,28,6,1,4,2,2,1,4,0,3,.290,.321,.612,2.22,2.38,巨人,2015
00,寺内　崇幸,.250,31,29,24,6,0,3,4,0,1,6,4,0,.280,.250,.530,3.18,3.13,巨人,2015
5,セペダ,.000,20,28,21,0,0,1,0,7,0,6,0,1,.250,.000,.250,-0.40,0.09,巨人,2015
12,鈴木　尚広,.294,65,22,17,5,1,4,10,2,1,4,2,0,.400,.529,.929,9.55,9.23,巨人,2015
93,カステヤーノス,.100,6,22,20,2,0,1,0,2,0,11,0,0,.182,.150,.332,0.07,0.29,巨人,2015
21,フランシスコ,.167,5,18,18,3,0,1,0,0,0,11,0,0,.167,.167,.333,-0.07,0.11,巨人,2015
48,矢野　謙次,.071,8,14,14,1,0,1,0,0,0,3,0,0,.071,.071,.143,-1.70,-1.43,巨人,2015
65,辻　東倫,.000,2,4,3,0,0,0,0,1,0,0,0,0,.250,.000,.250,0.09,0.63,巨人,2015
